"","_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
"8548",1166678,"4154296","2017","2017","1960","PRIVATE","05","York South-Weston","42 GULLIVER RD","7","60","2017-11-03","69","Evaluation needs to be conducted in 2 years","18","4","3","3","3","3","3","N/A","4","3","4","3","4","5","3","3","4","4","3","3","N/A","W0529","43.6991175978","-79.4785706748","306511.736","4839684.778"
"8549",1166679,"4155557","2017","2017","1960","PRIVATE","03","Etobicoke-Lakeshore","75 FORTY SECOND ST","4","28","2017-11-03","69","Evaluation needs to be conducted in 2 years","19","3","3","3","4","3","4","3","3","3","3","4","3","5","4","4","3","4","3","4","N/A","W0334","43.589021479","-79.544011345","301230.283","4827455.371"
"8550",1166680,"4152943","2017","2017","1940","PRIVATE","04","Parkdale-High Park","340 HIGH PARK AVE","3","10","2017-11-03","51","Evaluation needs to be conducted in 1 year","16","2","3","3","2","3","3","N/A","1","N/A","N/A","3","2","3","3","2","3","4","2","2","N/A","S0424","43.665283034","-79.4705575166","307158.849","4835926.123"
"8551",1166681,"4155270","2017","2017","1960","PRIVATE","03","Etobicoke-Lakeshore","4 HILL HEIGHTS RD","4","33","2017-11-03","58","Evaluation needs to be conducted in 1 year","16","3","3","2","3","3","3","N/A","3","N/A","N/A","3","2","3","3","3","3","3","3","3","N/A","W0327","43.6389180008","-79.4935703818","305303.092","4832996.786"
"8552",1166682,"4154263","2017","2017","1967","PRIVATE","07","Humber River-Black Creek","25 STONG CRT","14","151","2017-11-03","58","Evaluation needs to be conducted in 1 year","18","3","3","4","3","3","3","2","2","3","N/A","2","3","3","3","3","3","4","2","3","N/A","W0725","43.7615247984","-79.5177662952","303354.08","4846617.84"
"8553",1166683,"4154546","2017","2017","1960","PRIVATE","08","Eglinton-Lawrence","37 WASDALE CRES","3","11","2017-11-03","64","Evaluation needs to be conducted in 1 year","16","3","4","4","3","3","3","N/A","3","N/A","N/A","3","2","5","3","3","3","3","3","3","N/A","N0823","43.7306604453","-79.4351977557","310005.026","4843190.842"
"8554",1166684,"4155843","2017","2017","1952","PRIVATE","20","Scarborough Southwest","3214 ST CLAIR AVE E","3","16","2017-11-03","60","Evaluation needs to be conducted in 1 year","15","3","3","4","2","2","2","N/A","4","N/A","N/A","3","3","5","2","3","3","N/A","3","3","N/A","E2021","43.7104704684","-79.2900582076","321703.085","4840967.096"
"8555",1166685,"4156305","2017","2017","1952","PRIVATE","20","Scarborough Southwest","3218 ST CLAIR AVE E","3","16","2017-11-03","63","Evaluation needs to be conducted in 1 year","15","3","3","4","2","2","2","N/A","4","N/A","N/A","3","3","5","3","3","3","N/A","4","3","N/A","E2021","43.7103165144","-79.2898372595","321720.933","4840950.037"
"8556",1166686,"4156306","2017","2017","1952","PRIVATE","20","Scarborough Southwest","3222 ST CLAIR AVE E","3","16","2017-11-03","64","Evaluation needs to be conducted in 1 year","15","3","3","4","3","2","2","N/A","4","N/A","N/A","3","3","5","2","4","3","N/A","3","4","N/A","E2021","43.7103391108","-79.2897341837","321729.233","4840952.568"
"8557",1166687,"4154788","2017","2017","1950","PRIVATE","16","Don Valley East","6 THE DONWAY E","4","40","2017-11-03","58","Evaluation needs to be conducted in 1 year","18","3","3","4","3","3","3","3","3","2","N/A","3","2","3","2","3","3","4","3","2","N/A","N1627","43.7335956661","-79.3405231156","317631.353","4843527.159"
"8558",1166688,"4154786","2017","2017","1960","PRIVATE","16","Don Valley East","14 THE DONWAY E","4","40","2017-11-03","62","Evaluation needs to be conducted in 1 year","18","4","2","4","3","3","4","N/A","3","4","3","3","2","3","3","3","3","3","3","3","N/A","N1627","43.7357778684","-79.3410317074","317589.923","4843769.528"
"8559",1166689,"4154785","2017","2017","1959","PRIVATE","16","Don Valley East","16 THE DONWAY E","4","61","2017-11-03","60","Evaluation needs to be conducted in 1 year","19","3","2","4","3","3","2","3","3","3","3","3","3","4","3","3","3","4","3","2","N/A","N1627","43.7362179741","-79.3411712705","317578.588","4843818.401"
"8560",1166690,"4154784","2017","2017","1963","PRIVATE","16","Don Valley East","18 THE DONWAY E","7","76","2017-11-03","67","Evaluation needs to be conducted in 2 years","17","3","3","4","3","3","3","N/A","3","4","N/A","3","2","5","4","3","4","4","3","3","N/A","N1627","43.7371481492","-79.3412586289","317571.354","4843921.73"
"8561",1166691,"4156711","2017","2017","2013","PRIVATE","10","Spadina-Fort York","100 LOWER OSSINGTON AVE","8","179","2017-11-03","74","Evaluation needs to be conducted in 2 years","19","4","4","4","4","3","4","4","3","4","N/A","4","4","5","4","3","3","3","3","3","4","S1027",NA,NA,"311312.897","4833534.316"
"8562",1166692,"4153007","2017","2017","1952","PRIVATE","04","Parkdale-High Park","1502 KING ST W","3","15","2017-11-03","56","Evaluation needs to be conducted in 1 year","14","3","2","2","3","N/A","2","N/A","3","N/A","N/A","3","2","5","3","3","3","N/A","2","3","N/A","S0436","43.6365878484","-79.4403366563","309598.452","4832739.518"
"8563",1166693,"4154773","2017","2017","1961","PRIVATE","16","Don Valley East","32 THE HEIGHTS DR","4","55","2017-11-03","65","Evaluation needs to be conducted in 1 year","19","3","3","4","3","4","1","4","3","4","N/A","3","4","4","3","3","3","3","3","3","4","N1627","43.729295625","-79.340139051","317684.369","4842978.082"
"8564",1166694,"4155458","2017","2017","1970","PRIVATE","01","Etobicoke North","1901 MARTIN GROVE RD","7","136","2017-11-03","57","Evaluation needs to be conducted in 1 year","18","3","3","3","2","2","3","2","2","3","N/A","2","3","5","3","3","2","3","4","3","N/A","W0123","43.745074163","-79.5949238666","297139.297","4844794.585"
"8565",1166695,"4155413","2017","2017","1965","PRIVATE","01","Etobicoke North","186 KINGSVIEW BLVD","11","81","2017-11-03","73","Evaluation needs to be conducted in 2 years","17","4","4","3","4","4","4","N/A","3","3","N/A","4","4","5","3","3","3","4","4","3","N/A","W0133","43.6932326583","-79.5665294242","299421.522","4839032.971"
"8566",1166696,"4154129","2017","2017","1970","PRIVATE","14","Toronto-Danforth","80 COSBURN AVE","15","84","2017-11-03","74","Evaluation needs to be conducted in 2 years","19","4","3","2","4","4","5","4","2","4","4","3","3","5","4","4","4","4","3","4","N/A","S1421","43.689297082","-79.3509250845","316802.284","4838604.27"
"8567",1166697,"4155063","2017","2017","1950","PRIVATE","09","Davenport","2036 DUFFERIN ST","3","12","2017-11-03","66","Evaluation needs to be conducted in 2 years","14","3","3","3","3","N/A","3","N/A","4","N/A","N/A","3","3","5","4","3","3","N/A","4","2","N/A","S0922","43.6863686196","-79.446744343","309077.853","4838269.541"
"8568",1166698,"4152622","2017","2017","1956","PRIVATE","21","Scarborough Centre","9 CRAIGTON DR","4","30","2017-11-03","67","Evaluation needs to be conducted in 2 years","17","3","3","4","3","3","3","N/A","3","N/A","3","3","4","5","4","3","3","3","3","4","N/A","E2131","43.726834232","-79.3021111159","320727.464","4842782.69"
"8569",1166699,"4152623","2017","2017","1958","PRIVATE","21","Scarborough Centre","15 CRAIGTON DR","4","27","2017-11-03","65","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","3","N/A","4","N/A","2","3","4","5","3","4","3","3","2","4","N/A","E2131","43.7270708607","-79.3014572881","320780.078","4842809.1"
"8570",1166700,"4152624","2017","2017","1956","PRIVATE","21","Scarborough Centre","19 CRAIGTON DR","4","38","2017-11-03","70","Evaluation needs to be conducted in 2 years","16","3","3","3","3","4","4","N/A","3","N/A","N/A","3","4","5","4","4","4","3","3","3","N/A","E2131","43.7274308243","-79.3009591644","320820.114","4842849.183"
"8571",1166701,"4155261","2017","2017","1954","PRIVATE","03","Etobicoke-Lakeshore","5 CROWN HILL PL","4","37","2017-11-03","53","Evaluation needs to be conducted in 1 year","15","3","3","3","3","N/A","2","N/A","3","N/A","N/A","3","2","3","2","3","3","2","2","3","N/A","W0327","43.6380418956","-79.4902414702","305571.7","4832899.478"
"8572",1166702,"4155262","2017","2017","1954","PRIVATE","03","Etobicoke-Lakeshore","6 CROWN HILL PL","4","37","2017-11-03","53","Evaluation needs to be conducted in 1 year","15","3","3","3","3","N/A","2","N/A","3","N/A","N/A","3","2","3","2","3","3","2","2","3","N/A","W0327","43.6385102158","-79.4902204233","305573.399","4832951.506"
"8573",1166703,"4155482","2017","2017","1951","PRIVATE","03","Etobicoke-Lakeshore","51 STANLEY AVE","3","12","2017-11-03","64","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","3","3","3","4","3","4","2","N/A","4","4","N/A","W0336","43.6160393846","-79.4896739143","305617.776","4830455.127"
"8574",1166704,"4154548","2017","2017","1960","PRIVATE","08","Eglinton-Lawrence","33 WASDALE CRES","3","11","2017-11-03","64","Evaluation needs to be conducted in 1 year","16","3","4","4","3","3","3","N/A","3","N/A","N/A","3","2","5","3","3","3","3","3","3","N/A","N0823","43.7308134722","-79.4346272545","310050.972","4843207.881"
"8575",1166705,"4155119","2017","2017","1960","PRIVATE","05","York South-Weston","40 TRETHEWEY DR","3","45","2017-11-03","59","Evaluation needs to be conducted in 1 year","15","3","2","3","3","2","3","N/A","3","N/A","N/A","3","2","5","3","3","3","N/A","3","3","N/A","W0532","43.6926109398","-79.4780640156","306552.743","4838961.923"
"8576",1166706,"4155226","2017","2017","1947","PRIVATE","03","Etobicoke-Lakeshore","285 PARK LAWN RD","4","29","2017-11-03","56","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","2","N/A","2","N/A","N/A","3","3","4","2","3","3","2","3","3","N/A","W0329","43.6345619465","-79.4922664925","305408.295","4832512.859"
"8577",1166707,"4154273","2017","2017","1965","PRIVATE","07","Humber River-Black Creek","100 YORK GATE BLVD","11","133","2017-11-03","60","Evaluation needs to be conducted in 1 year","18","3","3","4","3","3","3","2","3","3","N/A","3","3","5","3","3","3","2","2","3","N/A","W0724","43.7621440095","-79.5199371956","303179.301","4846686.674"
"8578",1166708,"4154742","2017","2017","1972","PRIVATE","15","Don Valley West","745 YORK MILLS RD","18","138","2017-11-03","78","Evaluation needs to be conducted in 2 years","19","4","3","4","4","4","4","4","4","4","N/A","3","4","5","4","4","4","4","4","3","4","N1524","43.752346265","-79.361904373","315905.269","4845608.147"
"8579",1166709,"4154743","2017","2017","1970","PRIVATE","15","Don Valley West","755 YORK MILLS RD","18","138","2017-11-03","78","Evaluation needs to be conducted in 2 years","19","4","3","4","4","4","4","4","4","4","N/A","4","4","3","4","4","4","4","4","4","4","N1524","43.752378601","-79.360756664","315997.687","4845611.893"
"8580",1166710,"4153368","2017","2017","1960","PRIVATE","12","Toronto-St. Paul's","77 CLARENDON AVE","6","10","2017-11-03","58","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","2","N/A","3","3","N/A","3","3","5","2","3","3","3","2","2","N/A","S1237","43.682364474","-79.406036401","312360.039","4837828.542"
"8581",1166711,"4153876","2017","2017","1964","PRIVATE","12","Toronto-St. Paul's","70 DELISLE AVE","12","180","2017-11-03","73","Evaluation needs to be conducted in 2 years","19","4","3","4","3","4","3","3","4","4","4","3","4","5","3","4","4","4","3","3","N/A","S1232","43.688804973","-79.3977604061","313026.688","4838543.894"
"8582",1166712,"4154699","2017","2017","1959","PRIVATE","06","York Centre","35 CANYON AVE","21","237","2017-11-03","67","Evaluation needs to be conducted in 2 years","18","3","3","3","3","3","3","4","3","4","N/A","3","3","5","3","3","3","5","3","3","N/A","N0624","43.7579977095","-79.4369177756","309864.198","4846227.739"
"8583",1166713,"4152877","2017","2017","1970","PRIVATE","22","Scarborough-Agincourt","20 CARABOB CRT","15","195","2017-11-03","74","Evaluation needs to be conducted in 2 years","18","3","4","4","4","4","4","4","4","3","N/A","4","4","4","3","4","3","4","3","4","N/A","E2229","43.7822047386","-79.2977983352","321060.001","4848934.904"
"8584",1166714,"4153362","2017","2017","1931","PRIVATE","12","Toronto-St. Paul's","394 AVENUE RD","6","41","2017-11-03","65","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","4","3","3","3","N/A","3","4","5","3","3","3","N/A","3","3","N/A","S1237","43.6819310031","-79.3998962312","312855.399","4837779.994"
"8585",1166715,"4153361","2017","2017","1931","PRIVATE","12","Toronto-St. Paul's","396 AVENUE RD","6","51","2017-11-03","62","Evaluation needs to be conducted in 1 year","17","3","2","3","3","3","4","3","3","3","N/A","3","3","5","3","3","3","N/A","3","3","N/A","S1237","43.6821004911","-79.4000016066","312846.882","4837798.815"
"8586",1166716,"4153360","2017","2017","1937","PRIVATE","12","Toronto-St. Paul's","398 AVENUE RD","6","39","2017-11-03","64","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","4","3","3","3","N/A","3","3","5","3","3","3","N/A","3","3","N/A","S1237","43.6822543813","-79.4000992181","312838.993","4837815.904"
"8587",1166717,"4155766","2017","2017","2005","SOCIAL HOUSING","10","Spadina-Fort York","552 ADELAIDE ST W","5","84","2017-11-03","63","Evaluation needs to be conducted in 1 year","18","3","3","4","3","3","4","3","3","3","N/A","3","2","3","3","3","3","N/A","4","3","4","S1029","43.645573462","-79.402433707","312653.459","4833740.458"
"8588",1166718,"4155485","2017","2017","1957","PRIVATE","03","Etobicoke-Lakeshore","12 ALBERT AVE","3","12","2017-11-03","64","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","2","N/A","3","N/A","3","3","3","5","3","4","3","N/A","3","4","N/A","W0336","43.6158886447","-79.4889237637","305678.326","4830438.387"
"8589",1166719,"4255628","2017","2017","2007","PRIVATE","11","University-Rosedale","50 SPADINA RD","8","55","2017-11-03","75","Evaluation needs to be conducted in 2 years","17","4","4","4","4","N/A","4","3","3","4","N/A","4","3","5","4","4","4","N/A","2","3","5","S1126","43.669438916","-79.405207226","312424.263","4836380.481"
"8590",1166720,"4153367","2017","2017","1957","PRIVATE","12","Toronto-St. Paul's","159 RUSSELL HILL RD","4","18","2017-11-03","60","Evaluation needs to be conducted in 1 year","18","3","3","3","3","3","2","3","3","2","N/A","3","4","5","3","3","3","2","3","3","N/A","S1237","43.681900098","-79.405861723","312374.181","4837776.963"
"8591",1166721,"4153369","2017","2017","1959","PRIVATE","12","Toronto-St. Paul's","221 RUSSELL HILL RD","4","18","2017-11-03","57","Evaluation needs to be conducted in 1 year","18","3","2","4","3","3","2","3","3","2","N/A","3","3","5","2","3","3","2","2","3","N/A","S1237","43.682871103","-79.406514542","312321.425","4837884.787"
"8592",1166722,"4155009","2017","2017","1950","PRIVATE","09","Davenport","22 ROBINA AVE","3","20","2017-11-03","59","Evaluation needs to be conducted in 1 year","15","3","3","3","2","3","3","N/A","3","N/A","N/A","3","3","5","3","3","2","N/A","2","3","N/A","S0925","43.6807571729","-79.4354334131","309990.194","4837646.768"
"8593",1166723,"4154570","2017","2017","1958","PRIVATE","06","York Centre","411 WILSON AVE","3","10","2017-11-03","60","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","N/A","3","4","5","3","2","3","3","2","2","N/A","N0633","43.7360797537","-79.4390470159","309694.484","4843792.649"
"8594",1166724,"4154514","2017","2017","1960","PRIVATE","08","Eglinton-Lawrence","50 NEPTUNE DR","3","12","2017-11-03","61","Evaluation needs to be conducted in 1 year","15","3","3","3","2","N/A","3","N/A","3","N/A","N/A","3","2","5","3","4","3","3","3","3","N/A","N0823","43.731762015","-79.434811008","310035.821","4843314.199"
"8595",1166725,"4154515","2017","2017","1960","PRIVATE","08","Eglinton-Lawrence","52 NEPTUNE DR","3","12","2017-11-03","61","Evaluation needs to be conducted in 1 year","16","3","3","4","3","3","3","N/A","3","N/A","N/A","3","2","5","3","3","3","2","3","3","N/A","N0823","43.732014889","-79.434846428","310032.945","4843342.289"
"8596",1166726,"4155418","2017","2017","1965","PRIVATE","01","Etobicoke North","41 BLACKFRIAR AVE","6","32","2017-11-03","71","Evaluation needs to be conducted in 2 years","17","4","3","3","4","3","4","N/A","4","3","N/A","4","3","5","3","3","3","3","4","4","N/A","W0133","43.6947483145","-79.5594207061","299994.671","4839200.986"
"8597",1166727,"4152980","2017","2017","1959","PRIVATE","04","Parkdale-High Park","87 JAMESON AVE","9","91","2017-11-03","66","Evaluation needs to be conducted in 2 years","18","3","3","3","4","3","2","3","4","3","N/A","3","3","5","3","3","3","4","3","4","N/A","S0437","43.6348167577","-79.4347671675","310047.976","4832543.088"
"8598",1166728,"4152994","2017","2017","1959","PRIVATE","04","Parkdale-High Park","90 JAMESON AVE","7","61","2017-11-03","63","Evaluation needs to be conducted in 1 year","18","3","3","3","3","3","4","N/A","3","2","3","3","3","5","3","3","4","3","3","3","N/A","S0437","43.6343822215","-79.4353464505","310001.272","4832494.781"
"8599",1166729,"4154416","2017","2017","1955","PRIVATE","06","York Centre","2816 KEELE ST","3","12","2017-11-03","69","Evaluation needs to be conducted in 2 years","15","4","3","4","3","3","3","N/A","3","N/A","N/A","3","3","5","3","4","4","N/A","4","3","N/A","N0627","43.729460131","-79.483123472","306144.125","4843055.59"
"8600",1166730,"4154415","2017","2017","1972","PRIVATE","06","York Centre","2818 KEELE ST","3","11","2017-11-03","71","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","3","N/A","4","N/A","N/A","3","3","5","3","4","4","N/A","4","4","N/A","N0627","43.7296930914","-79.4831794143","306139.614","4843081.47"
"8601",1166731,"4152981","2017","2017","1967","PRIVATE","04","Parkdale-High Park","91 JAMESON AVE","11","76","2017-11-03","71","Evaluation needs to be conducted in 2 years","17","4","3","4","3","3","2","N/A","4","5","N/A","3","3","5","3","4","3","4","3","4","N/A","S0437","43.6351237062","-79.434885342","310038.415","4832577.18"
"8602",1166732,"4255529","2017","2017","1910","PRIVATE","09","Davenport","97 NORTHCLIFFE BLVD","3","10","2017-11-03","63","Evaluation needs to be conducted in 1 year","15","3","3","3","2","N/A","3","N/A","4","N/A","N/A","3","3","5","3","3","3","3","3","3","N/A","S0928","43.6782401171","-79.4406119217","309572.876","4837366.827"
"8603",1166733,"4153416","2017","2017","1960","SOCIAL HOUSING","11","University-Rosedale","25 LEONARD AVE","6","77","2017-11-02","63","Evaluation needs to be conducted in 1 year","19","3","3","4","3","3","3","N/A","4","3","3","3","2","3","3","3","3","4","3","3","4","S1143","43.6538260344","-79.4041248696","312518.031","4834657.24"
"8604",1166734,"4155691","2017","2017","1966","PRIVATE","03","Etobicoke-Lakeshore","39 OLD MILL RD","24","148","2017-11-02","79","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","3","4","3","4","4","4","4","5","4","4","4","N/A","4","3","N/A","W0322","43.6501910215","-79.4940291116","305266.017","4834249.154"
"8605",1166735,"4154283","2017","2017","1961","PRIVATE","05","York South-Weston","25 GULLIVER RD","7","52","2017-11-02","77","Evaluation needs to be conducted in 2 years","18","4","3","4","4","4","4","N/A","3","3","4","4","4","5","4","4","4","4","4","3","N/A","W0529","43.69855491","-79.4776237229","306588.082","4839622.28"
"8606",1166736,"4154374","2017","2017","1958","PRIVATE","06","York Centre","3 HARTHAM PL","3","11","2017-11-02","69","Evaluation needs to be conducted in 2 years","16","3","3","3","3","4","4","N/A","4","N/A","4","3","2","5","3","3","4","N/A","4","3","N/A","N0632","43.7300526745","-79.4595177072","308045.841","4843122.061"
"8607",1166737,"4154372","2017","2017","1958","PRIVATE","06","York Centre","6 HARTHAM PL","3","26","2017-11-02","74","Evaluation needs to be conducted in 2 years","16","4","3","4","3","3","4","N/A","4","N/A","4","3","2","5","4","4","4","N/A","4","4","N/A","N0632","43.729465669","-79.4599073969","308014.479","4843056.832"
"8608",1166738,"4153606","2017","2017","1968","PRIVATE","14","Toronto-Danforth","10 HOGARTH AVE","23","287","2017-11-02","62","Evaluation needs to be conducted in 1 year","19","3","3","4","2","3","2","3","3","3","N/A","3","3","5","4","3","3","4","2","2","4","S1428","43.6739626249","-79.35545117","316440.365","4836900.03"
"8609",1166739,"4244923","2017","2017","1963","PRIVATE","01","Etobicoke North","60 ESTHER LORRIE DR","7","97","2017-11-02","65","Evaluation needs to be conducted in 1 year","17","4","5","4","3","4","2","N/A","2","3","N/A","3","3","5","3","3","2","4","3","2","N/A","W0129",NA,NA,"298460.499","4843307.933"
"8610",1166740,"4155268","2017","2017","1957","PRIVATE","03","Etobicoke-Lakeshore","8 HILL HEIGHTS RD","4","27","2017-11-02","58","Evaluation needs to be conducted in 1 year","16","3","2","4","3","3","3","N/A","3","N/A","N/A","3","2","3","3","3","3","3","3","2","N/A","W0327","43.6391002088","-79.4927582679","305368.622","4833017.033"
"8611",1166741,"4152598","2017","2017","1968","PRIVATE","20","Scarborough Southwest","10 TEESDALE PL","24","285","2017-11-02","54","Evaluation needs to be conducted in 1 year","19","3","2","4","2","2","3","2","2","3","3","2","3","3","3","3","3","3","2","3","N/A","E2028","43.6965267454","-79.2862044067","322017.663","4839418.771"
"8612",1166742,"4152597","2017","2017","1970","PRIVATE","20","Scarborough Southwest","20 TEESDALE PL","24","284","2017-11-02","62","Evaluation needs to be conducted in 1 year","20","3","3","4","2","2","3","3","3","3","3","3","3","5","3","4","3","4","2","3","3","E2028","43.6959726218","-79.2874840709","321914.674","4839356.947"
"8613",1166743,"4152742","2017","2017","1967","PRIVATE","24","Scarborough-Guildwood","1050 MARKHAM RD","19","295","2017-11-02","75","Evaluation needs to be conducted in 2 years","19","3","4","4","4","3","4","4","3","4","N/A","3","3","5","4","3","4","4","4","4","4","E2425","43.774364871","-79.231567533","326393.484","4848079.933"
"8614",1166744,"4156174","2017","2017","1960","PRIVATE","24","Scarborough-Guildwood","1 MEADOWGLEN PL","6","50","2017-11-02","59","Evaluation needs to be conducted in 1 year","18","3","2","4","3","3","1","2","3","3","N/A","2","2","5","4","3","3","4","3","3","N/A","E2426","43.774633618","-79.229401141","326588.236","4848090.835"
"8615",1166745,"4152908","2017","2017","1967","PRIVATE","04","Parkdale-High Park","2 KENNEDY AVE","4","25","2017-11-02","61","Evaluation needs to be conducted in 1 year","16","3","3","3","2","4","2","N/A","4","N/A","3","3","3","4","3","3","3","N/A","3","3","N/A","S0430","43.646232595","-79.473567835","306916.528","4833810.638"
"8616",1166746,"4152885","2017","2017","1982","SOCIAL HOUSING","23","Scarborough North","221 MILNER AVE","10","150","2017-11-02","83","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","5","4","4","4","N/A","4","3","5","5","4","5","4","4","4","4","E2332","43.7883475227","-79.2401308981","325699.537","4849630.18"
"8617",1166747,"4152901","2017","2017","1957","PRIVATE","04","Parkdale-High Park","9 MORNINGSIDE AVE","4","36","2017-11-02","65","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","2","N/A","3","3","N/A","4","3","5","4","4","3","N/A","4","2","N/A","S0430","43.645605233","-79.473469677","306924.468","4833740.943"
"8618",1166748,"4155264","2017","2017","1962","PRIVATE","03","Etobicoke-Lakeshore","8 CROWN HILL PL","4","35","2017-11-02","69","Evaluation needs to be conducted in 2 years","16","4","3","4","3","3","3","N/A","4","N/A","N/A","4","3","5","3","3","3","3","3","4","N/A","W0327","43.63895874","-79.491216297","305492.78","4833002.28"
"8619",1166749,"4154088","2017","2017","1965","PRIVATE","14","Toronto-Danforth","145 COSBURN AVE","14","82","2017-11-02","77","Evaluation needs to be conducted in 2 years","18","5","4","4","3","4","3","N/A","4","3","4","4","3","5","4","4","4","4","4","3","N/A","S1422","43.6895733735","-79.3465420209","317155.553","4838635.589"
"8620",1166750,"4152900","2017","2017","1955","PRIVATE","04","Parkdale-High Park","101 COE HILL DR","3","47","2017-11-02","66","Evaluation needs to be conducted in 2 years","16","3","3","3","2","4","2","N/A","3","3","N/A","3","3","5","4","4","4","N/A","3","4","N/A","S0430","43.6418182703","-79.4734954381","306922.776","4833319.267"
"8621",1166751,"4155473","2017","2017","1959","SOCIAL HOUSING","03","Etobicoke-Lakeshore","110 STANLEY AVE","3","16","2017-11-02","60","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","2","N/A","3","N/A","N/A","3","3","5","3","3","2","3","3","3","N/A","W0336","43.6151367665","-79.4949740706","305189.979","4830354.824"
"8622",1166752,"4244530","2017","2017","1962","PRIVATE","16","Don Valley East","35 ST DENNIS DR","10","331","2017-11-02","53","Evaluation needs to be conducted in 1 year","17","3","2","3","3","3","4","2","3","3","N/A","3","4","2","2","2","2","N/A","2","2","N/A","N1630","43.718686691","-79.329087808","318555.705","4841873.706"
"8623",1166753,"4154413","2017","2017","1954","PRIVATE","06","York Centre","1 WANDLE AVE","3","12","2017-11-02","71","Evaluation needs to be conducted in 2 years","15","4","3","4","3","3","3","N/A","4","N/A","N/A","4","2","5","3","3","4","N/A","4","4","N/A","N0627","43.7308109846","-79.483724006","306095.721","4843205.654"
"8624",1166754,"4152907","2017","2017","1967","PRIVATE","04","Parkdale-High Park","1 RUNNYMEDE RD","4","28","2017-11-02","64","Evaluation needs to be conducted in 1 year","15","3","3","3","2","4","2","N/A","4","N/A","N/A","3","3","5","3","3","3","N/A","4","3","N/A","S0430","43.646159833","-79.473952107","306885.53","4833802.545"
"8625",1166755,"4152912","2017","2017","1927","PRIVATE","04","Parkdale-High Park","117 RUNNYMEDE RD","4","42","2017-11-02","60","Evaluation needs to be conducted in 1 year","15","3","2","4","2","3","3","N/A","3","N/A","N/A","2","3","5","3","3","3","N/A","3","3","N/A","S0430","43.6507245776","-79.4756999777","306744.649","4834308.671"
"8626",1166756,"4153609","2017","2017","1910","PRIVATE","14","Toronto-Danforth","648 BROADVIEW AVE","3","11","2017-11-02","61","Evaluation needs to be conducted in 1 year","16","3","3","4","2","3","2","N/A","4","N/A","N/A","3","2","5","3","3","3","2","3","4","N/A","S1428","43.6734656352","-79.3567572276","316335.147","4836844.637"
"8627",1166757,"4153607","2017","2017","1968","PRIVATE","14","Toronto-Danforth","655 BROADVIEW AVE","24","291","2017-11-02","64","Evaluation needs to be conducted in 1 year","19","3","3","4","3","3","2","3","3","3","N/A","3","3","5","4","3","4","4","2","2","4","S1428","43.673945589","-79.3561095196","316387.282","4836898.046"
"8628",1166758,"4153366","2017","2017","1926","PRIVATE","12","Toronto-St. Paul's","400 AVENUE RD","4","41","2017-11-02","62","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","3","N/A","2","N/A","3","4","3","5","3","3","3","3","3","3","N/A","S1237","43.6826975439","-79.4006048601","312798.171","4837865.095"
"8629",1166759,"4152831","2017","2017","1967","PRIVATE","24","Scarborough-Guildwood","15 ORTON PARK RD","14","147","2017-11-02","52","Evaluation needs to be conducted in 1 year","19","3","3","2","2","3","4","1","2","1","N/A","2","2","3","3","3","3","4","2","2","4","E2427","43.7652112364","-79.2054482242","328499.948","4847069.129"
"8630",1166760,"4154585","2017","2017","1951","PRIVATE","06","York Centre","15 ROSSEAU RD","3","11","2017-11-02","56","Evaluation needs to be conducted in 1 year","15","3","3","2","3","3","3","N/A","3","N/A","N/A","3","2","2","3","3","3","N/A","3","3","N/A","N0629","43.7425559066","-79.436710293","309882.181","4844512.23"
